,8,"['noseg', 'v3', 'v4']",0.511685,TRUE,"Opera del Coſtantino, e altre molte fatte da lui in quel tempo per ordine del Pontefice. 102 CAP. Opera della Cathedra di S. Pietro, e alcu",10914,11053,23,"Opera del Portico, G applicaſſe altreſi a condurre per ordine di Aleſſandro quella della Cattedra di S. Pietro, empie",94345,94462,54,https://architectura.benoitseguin.net/#/comparator/5c2e20b6-262b-49ae-9ca2-4e576d7be789/d9411c16-926b-4ec5-9621-58bc821ebb19?page_1=23&page_2=54,position,[],[],1,[],[],0,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,
,9,['v4'],0.38521,TRUE,"l Cav. Bernino. Sepolcro di Aleſſandro VII. , Opera del Salvadore, e riſtaurazione del Palazzo della Cancellaria. 165 CAP. XXIII. Sentimenti di divozione. latia , e morte del Cavaliere. 169 CAP. XXIV. Alcune rifleſſioni ſopra la Vita, del Cav. Gio: Lorenzo Bernino. DE L'A DELLA VITA DEL CAVALIER GIO. LORENZO BERNIN",12227,12543,24,"l Cau. Bernino IT. Sepolcro di Aleſſandro VII. in s. Pietro 57 Perſecuzioni moſſe in Roma per cagione Statue in Firenze nella Caſa del March. del Campanile di S. Pietro 24. /ue Riccardi 45. diſcolpe 27. , per cagione della Cujo- Stefano Speranza Scaltore 81. la 60, Portico di S. Pietro , opera del Bernin",7927,8232,10,https://architectura.benoitseguin.net/#/comparator/5c2e20b6-262b-49ae-9ca2-4e576d7be789/d9411c16-926b-4ec5-9621-58bc821ebb19?page_1=24&page_2=10,position,[],[],0,[],[],0,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,
,10,"['noseg', 'seg', 'v3', 'v4']",0.8,TRUE,"o Bernino. DE L'A DELLA VITA DEL CAVALIER GIO. LORENZO BERNINO, ",12482,12546,24,"Opera intitolata Vita del Canalier Gio Lorenzo Bernino, ſ",242524,242581,128,https://architectura.benoitseguin.net/#/comparator/5c2e20b6-262b-49ae-9ca2-4e576d7be789/d9411c16-926b-4ec5-9621-58bc821ebb19?page_1=24&page_2=128,position,[],[],0,[],[],0,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,
,11,['v4'],0.67188,FALSE,al Mondo il Cavalier Gio: Introduzio 2 Vita del Cav. Bernino. Gio: Lorenzo Bernin,13015,13096,25,n V I TA DEL CAVALIERE BERN IN O. ATIV І ТА АОАТ О И Т И яа я VI T A DEL CAVALIERE GIO. LORENZO B E R N I N,17,125,3,https://architectura.benoitseguin.net/#/comparator/5c2e20b6-262b-49ae-9ca2-4e576d7be789/d9411c16-926b-4ec5-9621-58bc821ebb19?page_1=25&page_2=3,position,[],[],0,[],[],0,[],[],[],[],[],[],[],[],[],[],[],[],[],,,,
,12,"['noseg', 'v3', 'v4']",0.571435,FALSE,"e Paolo Quinto per valerſi della di lui opera in una Hiſtoria grande di marmo, che diſegnava far collocare nella facciata della Cappella Paolina in S. Pietro. E richieſelo pe",20587,20761,30,o Paolo Quinto di far fare vna storia grande di marmo per collocarla nella facciata della Cappella Paola; e volendoſi in ciò ſeruire dell'ope,20571,20712,20,https://architectura.benoitseguin.net/#/comparator/5c2e20b6-262b-49ae-9ca2-4e576d7be789/d9411c16-926b-4ec5-9621-58bc821ebb19?page_1=30&page_2=20,FALSO,"Pontiff Paolo V, Pietro Bernini","Pontiff Paolo V, Pietro Bernini",2,[],[],0,running text,running text,event,event,FALSO,[],[],Paolo V,Paolo V,Paolo V,Paolo V,Rome,Rome,,"Relating to a work from his father, Pauline Chapel, should've I Included the Pontiff",,is there a quote?
,13,"['noseg', 'v3', 'v4']",0.561255,FALSE,la ſua prima opera fù una Teſta di marmo ſituata nella Chieſa di S. Potenzia ſotto Paolo Graziolo 10 Vi,25813,25916,33,"ua. La prima opera, che vſciſle dal ſuo scarpel. lo in Roma fu vna teſta di marmo ſituata nella Chieſa di S. Porenziana; auendo egli allora il deci",22007,22154,20,https://architectura.benoitseguin.net/#/comparator/5c2e20b6-262b-49ae-9ca2-4e576d7be789/d9411c16-926b-4ec5-9621-58bc821ebb19?page_1=33&page_2=20,FALSO,[],[],0,Marble Bust in the Church of Santa Potenziana ,[]?,2,running text,running text,event,event,FALSO,[],[],Paolo V,Paolo V,Paolo V,Paolo V,Rome,Rome,,"His first work, the match doesn't cite directly the Pontiff",,is there a quote?
,14,['v4'],0.39011,TRUE,"Cardinal Maffeo & Barberino, che ſopraggiunſe colà a caſo, ſe vogliamo trà il Card. attendere l'apparenza, mà che ſaviamente dir poſſiamo, el Cavalier Bernino . eſſervi ſtato condotto da più alta Providenza del Cielo, che voleva fin da que",28247,28486,35,"Cardinal Maffeo Barberino volle più volte trouarſi nella ſua ftanza, e di ſua propria mano tenergli lo specchio. DEL CAVALIER BERNINO. Ma il Card. Borgheſe, a cui pareua per auuentura, ficcome era veramente, d'aue",31145,31358,24,https://architectura.benoitseguin.net/#/comparator/5c2e20b6-262b-49ae-9ca2-4e576d7be789/d9411c16-926b-4ec5-9621-58bc821ebb19?page_1=35&page_2=24,FALSO?,Cardinal Maffeo Barberini,Cardinal Maffeo Barberini,1,Marble Portraits of Cardinal Scipione Borghese,David,2,running text,running text,episode,episode,FALSO?,[],23,Paolo V,Paolo V,Paolo V,Paolo V,Rome,Rome,,"question about naming the work, also if the entity from which the work is about, should be on entity",,is there a quote?
,15,"['seg', 'v3']",0.46465,TRUE,"Cardinal Maffeo & Barberino, che ſopraggiunſe colà a caſo, ſe vogliamo trà il Card. attendere l'apparenza, mà che ſaviamente dir p",28247,28377,35,"Cardinal Maffeo Barberino operò, che vi fuſte ſcolpito il ſeguente diftico , parto nobile della ſua eruditiflima mente. Quiſqui",33011,33138,25,https://architectura.benoitseguin.net/#/comparator/5c2e20b6-262b-49ae-9ca2-4e576d7be789/d9411c16-926b-4ec5-9621-58bc821ebb19?page_1=35&page_2=25,FALSO?,Cardinal Maffeo Barberini,Cardinal Maffeo Barberini,1,Marble Portraits of Cardinal Scipione Borghese,Apollo and Daphne,2,running text,running text,event?,event?,FALSO?,14,[],Paolo V,Paolo V,Paolo V,Paolo V,Rome,Rome,,"In part, the same match as the 15, but only in Domenico",,is there a quote?
,16,"['seg', 'v3', 'v4']",0.386135,TRUE,"l Bernino, che fù il primo, che poneſle in alto Statua , concetto in Roma queſta nobiliffima Statua ; Anzi avyen 14 Vita del Cav. Bernino. avvenne, che richieſto una volta da un Nobile foraſtiere Oltramontano , Quale foſe la Statua più riguardevole in Roma? e riſpoſtogli , Che il Paſquino, quello diè sù le furie , ſtimandoſi burlato, e poco mancò, che non ne venilie a cimento con lui; E di queſti due Torſi era ſolito dire, che contenevano in ſe tutto il più perfetto del",32616,33090,37,"l Bernino,che met teſle queſta Statua in altiſſimo credito in Roma,eracconcali, che DEL CAVALIER BERNINO, 73 eſſendogli vna volta ſtato domandaro da vn Oltramontano, qual fuſſe la più bella Statua di quella Città , e riſpondendo, che il Pa[quino, il foreſtiero, che ſi credecee burlato, fu per venir con luia cimento. Nell'Architettura daua bellillimiprecetti; primjeramente diceua non eſſere il ſommo pregio del",168356,168768,88,https://architectura.benoitseguin.net/#/comparator/5c2e20b6-262b-49ae-9ca2-4e576d7be789/d9411c16-926b-4ec5-9621-58bc821ebb19?page_1=37&page_2=88,FALSO,[],[],0,Pasquino/Pasquin?,Pasquino/Pasquin?,1,"running text, quote","running text, indirect quote","episode, b_commentary","episode, b_commentary",VERDADEIRO,[],16,Paolo V,Paolo V,Paolo V,Paolo V,Rome,Rome,,content? but that such a man would find the Pasquin to be rather better. Bernini was the first in Rome to place the Pasquin highest.,,is there a quote?
,17,"['noseg', 'v2', 'v3', 'v4']",0.47965,TRUE,"in ſe tutto il più perfetto della Natura ſenza affettazione dell'Arte. Ne fù in lui minore lo Studio delle Pitture, non tanto per quindi apprédere la maniera del colorire, e ciò che pare qualità più propria del Pittore,quanto per ",33059,33289,38,"in ſe tutto il buono dell'arte, perchè vi li ſcorgeua imitato tutto il più perfetto della Natura, ſenza affettazione dell'Arte. Che le più belle Statue , che fuſſero in Roma eran quelle di Beluedere, e fra quelle , dico fra le incere, il Laocoonte per ",167629,167881,88,https://architectura.benoitseguin.net/#/comparator/5c2e20b6-262b-49ae-9ca2-4e576d7be789/d9411c16-926b-4ec5-9621-58bc821ebb19?page_1=38&page_2=88,FALSO,[],[],0,Pasquino/Pasquin?,Pasquino/Pasquin?,1,running text,running text,episode,"episode, b_commentary",VERDADEIRO,16,[],Paolo V,Paolo V,Paolo V,Paolo V,Rome,Rome,,Pasquin is his work? ,,is there a quote?
,18,['v4'],0.34307,FALSE,"e di marmo il Ritratto di Monſignor Giacomo del Cavalie- Montoya, che doveva poi collocarſi, come ſeguì , ſopra la ſepoltura di detto Prelato dentro la Chieſa di S. Giacomo delli Spagnuoli. E conduſſe a fine il lavoro con tale fpirito, e ſomiglianza , ch",36349,36603,40,"o diſſe : Queſto è il ritratto di Monfig. Montoia , fe voltoſi alla Statua ) e queſto è Monfig. Montoia. DEL CAVALIER BERNINO. Dopo quell'opera ebbe a far la teſta con bufto del Card. Bellarmino, che ſopra il venerabil Sepolcro di quel gran Prelato nella Chieſa del Giesù fu collocata , e feceui appreſſo la figura, che rappreſenta la Religione, Anch",26811,27161,22,https://architectura.benoitseguin.net/#/comparator/5c2e20b6-262b-49ae-9ca2-4e576d7be789/d9411c16-926b-4ec5-9621-58bc821ebb19?page_1=40&page_2=22,FALSO,"Cardinal Maffeo Barberini, Monsignor Giacomo Montoya/Montoia?","Cardinal Maffeo Barberini, Monsignor Giacomo Montoya/Montoia",3,Portait of Monsignor Giacomo Montoya/Montoia?,Portait of Monsignor Giacomo Montoya/Montoia?,1,running text,"running text, quote",episode,episode,FALSO,[],42,Paolo V,Paolo V,Paolo V,Paolo V,Rome,Rome,,,,is there a quote?
,19,"['v2', 'v4']",0.41516,FALSE,"chi, che difle, Queſto è il Montoya diventato Saffo, & in così dire ſopravenne veramente Monſignor Montoya, onde a lui accoſtatoſi grazioſamente il Cardinale, e toccatolo dife: Queſto è il Ritratto di Monſignor Montoya, e rivolto alla Statua ſoggiunſe , E queſto è Monſignor Montoya . ",37014,37299,40,"c fu,che diſle: Queſto è il Montoia petrificato; nè ebbe egli appena proferite queſte parole, che quiui ſopraggiunſe lo fleſſo Montoia, il Cardin. Maffeo Barberino, poi Vrbano Ottauo, che pure anch'eſſo cra con quei Cardinali, fi portò ad incontrarlo, e toccandolo diſſe : Queſto è il ritratto di Monfig. Montoia , fe voltoſi alla Statua ) e queſto è Monfig. Montoia.",26548,26915,22,https://architectura.benoitseguin.net/#/comparator/5c2e20b6-262b-49ae-9ca2-4e576d7be789/d9411c16-926b-4ec5-9621-58bc821ebb19?page_1=40&page_2=22,FALSO,"Cardinal Maffeo Barberini, Monsignor Giacomo Montoya/Montoia?","Cardinal Maffeo Barberini, Monsignor Giacomo Montoya/Montoia",3,Portait of Monsignor Giacomo Montoya/Montoia?,Portait of Monsignor Giacomo Montoya/Montoia?,1,running text,"running text, quote",episode,episode,VERDADEIRO,19,18,Paolo V,Paolo V,Paolo V,Paolo V,Rome,Rome,,,,is there a quote?
,20,"['seg', 'v3', 'v4']",0.880885,FALSE,"appreſſo di lui la figura , che rappreſenta la Religion",37387,37442,40,"appreſſo la figura, che rappreſenta la Religion",27107,27154,23,https://architectura.benoitseguin.net/#/comparator/5c2e20b6-262b-49ae-9ca2-4e576d7be789/d9411c16-926b-4ec5-9621-58bc821ebb19?page_1=40&page_2=23,FALSO,Cardinal Bellarmino ? ,Cardinal Bellarmino ? ,1,Bust of Cardinal Bellarmino,Bust of Cardinal Bellarmino,1,running text,running text,description,description,VERDADEIRO,20,21,Paolo V,Paolo V,Paolo V,Paolo V,Rome,Rome,,"is it not in the same group, if it is a list of works? ",,is there a quote?
,21,['v4'],0.4902,FALSE,"te ſopra il Sepolcro di quel Venerabile Porporato nella Chieſa del Giesù, quali ugualmente trafiero a ",37460,37562,40,"he ſopra il venerabil Sepolcro di quel gran Prelato nella Chieſa del Giesù fu collocata , e feceui appreſſo la figura, ",27008,27127,23,https://architectura.benoitseguin.net/#/comparator/5c2e20b6-262b-49ae-9ca2-4e576d7be789/d9411c16-926b-4ec5-9621-58bc821ebb19?page_1=40&page_2=23,FALSO,[]?,[]?,1,Bust of Cardinal Bellarmino,Bust of Cardinal Bellarmino,1,running text,running text,description,description,FALSO,21,19,Paolo V,Paolo V,Paolo V,Paolo V,Rome,Rome,,Bust of Cardinal Bellarmino and a Figure? Language,,is there a quote?
*,22,"['noseg', 'seg', 'v3', 'v4']",0.5160675,FALSE,"un giorno in quella Villa doppo quarant'Anni col Cardinal Antonio Barberino , nel rimirare queſte ſue opere ſoſpirando proruppe nelle feguenti parole, ob quanto poco profitto hò io fatto nell Arte, mentre Giovane maneggiavo il Marmo in queſto modo! Quanta perfezzione, e maeſtria contenga poi in ſe ciaſcuna di queſte quattro Statue , deve più toſto giudica",40905,41262,43,"vn giorno vi fu: PPV V ITA col Card. Antonio Barberino , dopo quarant'anni, nel vederle proruppe in queſte parole: Oh quanto poco profitto o fatto io nell'arte della Scoltura in eun si lungo corſo di anni, mentre io conoſco, che da fanciullo maneggiauail marmo in queſto modo! Correua egli in tanto il quindicefimo di ſua età, quando eº fece vedere ſcolpita di ſua ",29084,29449,23,https://architectura.benoitseguin.net/#/comparator/5c2e20b6-262b-49ae-9ca2-4e576d7be789/d9411c16-926b-4ec5-9621-58bc821ebb19?page_1=43&page_2=23,FALSO,Cardinal Antonio Barberini,Cardinal Antonio Barberini,1,"Aeneas and Andrises, Pluto and Proserpina, David, Apollo and Daphne",Marble Portraits of Cardinal Scipione Borghese,5,"running text, quote","running text, quote",episode,episode,VERDADEIRO,[],[],Paolo V?,Paolo V?,Paolo V?,Paolo V?,Rome,Rome,,"similar wording does exist for it is a quote, however they were written diffenterelty/ same quote for a diferent work, altough very close in time",,
,23,['v4'],0.47727,FALSE,"iglioſa, & il Cardinal Maffeo Barberino, che ſovente nella di lui ſtanza ſi ritrovava , con le ſue proprie mani gli tenne ſpeile volte lo Specchio. Il medeſimo Ca",42332,42494,43,"imo, lo ſteſſo Cardinal Maffeo Barberino volle più volte trouarſi nella ſua ftanza, e di ſua propria mano tenergli lo specchio. DEL CAVA",31130,31266,24,https://architectura.benoitseguin.net/#/comparator/5c2e20b6-262b-49ae-9ca2-4e576d7be789/d9411c16-926b-4ec5-9621-58bc821ebb19?page_1=43&page_2=24,FALSO,Cardinal Maffeo Barberini,Cardinal Maffeo Barberini,1,David,David,1,running text,running text,"episode, description? ","episode, description? ",VERDADEIRO,[],[],Paolo V?,Paolo V?,Paolo V?,Paolo V?,Rome,Rome,,,,
*,24,"['noseg', 'v3', 'v4']",0.66154,TRUE,"femmina nuda, benche di Saſſo, ma di mano del Bernino, poteva offendere l'occh",42579,42657,44,"femmina nuda benchè di falſo, ma però di mano del Bernino, non bene ſi confaceua col",137040,137124,74,https://architectura.benoitseguin.net/#/comparator/5c2e20b6-262b-49ae-9ca2-4e576d7be789/d9411c16-926b-4ec5-9621-58bc821ebb19?page_1=44&page_2=74,FALSO,Cardinal Maffeo Barberini,Pontiff Innocenzo XI,2,Apollo and Daphne,Tomb of Pontiff Alessandro VII,2,running text,running text,"description, c_commentary?","description, c_commentary?",VERDADEIRO,23,188,Paolo V?,Innocenzo XI?,Paolo V?,Innocenzo XI,Rome,Rome,,"The quote that matches the 25th of Domenico, is the 16th of Baldinucci",,
,25,"['noseg', 'seg', 'v3', 'v4']",0.6778675,FALSE,"elice parto della ſua nobiliſſima penna. Quis quis amans ſequitur fugitive gaudia forma, Fronde manus implet, Baccas feu carpit amaras . Queſte furono le prime pruove, che publico Gio: Lore",42744,42933,44,"ftico , parto nobile della ſua eruditiflima mente. Quiſquis amans fequitur fugitive gaudia forme, Fronde manus implet , Baccas ſexo carpit amaras, Occorſe in tanto la morte del Pontefice Paolo V. , e ",33080,33280,25,https://architectura.benoitseguin.net/#/comparator/5c2e20b6-262b-49ae-9ca2-4e576d7be789/d9411c16-926b-4ec5-9621-58bc821ebb19?page_1=44&page_2=25,FALSO,Cardinal Maffeo Barberini,Cardinal Maffeo Barberini,1,Apollo and Daphne,Apollo and Daphne,1,quote?,quote?,inscription,inscription,VERDADEIRO,24,15,Paolo V?,Paolo V?,Paolo V?,Paolo V?,Rome,Rome,,,,
,26,"['seg', 'v3', 'v4']",0.62566,FALSE,"cora le promeſſe. CAPITOLO V. Aſunzione al Pontificato del Card. Maffeo Barberino col nome di Vrbano Ottavo, ſua lode ",49369,49487,48,"cenza de Succeſſori di lui. Già era ſtato aſſunto al Sommo Pontificato il Card. Maffeo Barberino, che fu Vrbano VIII. , il quale eſſe",34623,34756,26,https://architectura.benoitseguin.net/#/comparator/5c2e20b6-262b-49ae-9ca2-4e576d7be789/d9411c16-926b-4ec5-9621-58bc821ebb19?page_1=48&page_2=26,FALSO?,"Cardinal Maffeo Barberini, Pontiff Urbano VIII","Cardinal Maffeo Barberini, Pontiff Urbano VIII",2,[],[],0,chapter,running text,event,event,FALSO,[],[],Urbano VIII,Urbano VIII,Urbano VIII,Urbano VIII,Rome,Rome,,,,
,27,"['seg', 'v2', 'v3', 'v4']",0.729635,FALSE,"Gran fortuna è la voſtra, ò Cavaliere, di veder Papa il Cardinal Maffeo Barberino, mà aſai maggiore è la noſtra, che il Cavalier Bernino viva nel noftro Pontificato; E fin da quel prinio giorno dichiaroſſi co",50280,50488,48,"gran fortuna la roftra; o Cavaliere, dirveder Papa il Cardinal Maffeo Barberino; ma affai maggiore è la noſtra, che il Casalier Bernino vina nel noſtro Pontificato"". Feceſi fare in marmo, e metallo più ritratti di ſua perfo",35114,35337,26,https://architectura.benoitseguin.net/#/comparator/5c2e20b6-262b-49ae-9ca2-4e576d7be789/d9411c16-926b-4ec5-9621-58bc821ebb19?page_1=48&page_2=26,FALSO,Pontiff Urbano VIII,Pontiff Urbano VIII,1,[],[],0,quote,quote,"episode, praise","episode, praise",VERDADEIRO,[],26,Urbano VIII,Urbano VIII,Urbano VIII,Urbano VIII,Rome,Rome,,,,
,28,"['noseg', 'v3', 'v4']",0.5409625,TRUE,"a, che il Cavalier Bernino viva nel noftro Pontificato; E fin da quel prinio giorno dichiaroſſi con ello, voler da lui efſer trattato con quella medelima domeſtichezza, colla quale lo trattava in iſtato Capitolo V. 25 di Cardinale, diede ordine, che ſempre a lui ſi dafle l'ingreſſo libero nella ſua propria ſtanza ſenza precedente imbaſciata, e nel tempo del deſinare volle, che aſſiſteſſe alla fua Menſa fino all'hora del ripoſo, ed era parte ſolita del Cavaliere accompagnarlo al proprio letto , tirar le bandinelle delle fineſtre, e partirſi. E mantenne Urbano queſta confid",50390,50968,48,"n che il Bernino fu ſempre trattato da quel Pontefice, Primieramente volleegli ſempre eſſer da lui trattato con quella domeſtichezza, colla quale egli lo trattaua in itato di Cardinale; Dauagli per ordinario l'ingreſſoli. bero fino alla Camera ſenza precedente imbaſciata; Nell'ora del definare tratteneuaſi con lui in vaghi diſcorſi fino all'ora del ripofo; e quando il ſonno poneua termine al ragionare, era parte del Bernino tirar le bandinelle, chiuder le fineſtre, e partirli, Effetto dello ſteſſo amore, e d",59913,60426,38,https://architectura.benoitseguin.net/#/comparator/5c2e20b6-262b-49ae-9ca2-4e576d7be789/d9411c16-926b-4ec5-9621-58bc821ebb19?page_1=48&page_2=38,FALSO,Pontiff Urbano VIII,Pontiff Urbano VIII,1,[],[],0,running text,running text,event?,event?,VERDADEIRO,27,[],Urbano VIII,Urbano VIII,Urbano VIII,Urbano VIII,Rome,Rome,,,,
